ID	xTB_IP	xTB_EA	xTB_Opticalgap	xTB_oscillator_strength	Smiles	A	B	Sequence	check	Monomer_no_A	Monomer_no_B	Optical_gap	IP	EA	IP_cal	EA_cal	Opticalgap_cal	V_oc_expPCBM
7_50_0011	-5.5879	-4.2161	0.057	0.0002	c1nnc(-c2nnc(-c3cc4sc5cc(-c6cc7sc8cc(-c9nnc(-c%10nnc(-c%11cc%12sc%13cc(-c%14cc%15sc%16ccsc%16c%15s%14)sc%13c%12s%11)nn%10)nn9)sc8c7s6)sc5c4s3)nn2)nn1	BrC1=NN=C(Br)N=N1	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	AABB	['AABB', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1', 'BrC1=NN=C(Br)N=N1']	8	50				-5.569766579771716	-2.8169793806081485	0.9306526439447051	1.3795814064458694
11_50_0011	-4.7182	-3.4192	2.2	6.31	c1ccc2c(-c3sc(-c4cc5sc6cc(-c7cc8sc9cc(-c%10sc(-c%11sc(-c%12cc%13sc%14cc(-c%15cc%16sc%17ccsc%17c%16s%15)sc%14c%13s%12)c%12ccccc%11%12)c%11ccccc%10%11)sc9c8s7)sc6c5s4)c4ccccc34)scc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1']	11	50				-4.777027211673143	-2.1325186889510332	2.1083730045250046	0.5869294279805275
11_50_00001111	-4.6762	-3.4068	2.182	5.399	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6cc7sc8cc(-c9cc%10sc%11cc(-c%12cc%13sc%14cc(-c%15cc%16sc%17ccsc%17c%16s%15)sc%14c%13s%12)sc%11c%10s9)sc8c7s6)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1']	11	50				-4.738743834117502	-2.121868277887476	2.0984808129755668	0.5486502706900298
16_50_00001111	-5.1414	-4.0712	2.075	2.6845	c1cc(-c2ccc(-c3ccc(-c4ccc(-c5cc6sc7cc(-c8cc9sc%10cc(-c%11cc%12sc%13cc(-c%14cc%15sc%16ccsc%16c%15s%14)sc%13c%12s%11)sc%10c9s8)sc7c6s5)c5nonc45)c4nonc34)c3nonc23)c2nonc2c1	BrC1=CC=C(Br)C2=NON=C12	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1', 'BrC1=CC=C(Br)C2=NON=C12']	16	50				-5.1627778159956845	-2.6925241739057815	2.0396772298761308	0.9726375081076177
16_50_01	-5.3260000000000005	-3.8761	2.1069999999999998	7.9438	c1cc(-c2cc3sc4cc(-c5ccc(-c6cc7sc8cc(-c9ccc(-c%10cc%11sc%12cc(-c%13ccc(-c%14cc%15sc%16ccsc%16c%15s%14)c%14nonc%13%14)sc%12c%11s%10)c%10nonc9%10)sc8c7s6)c6nonc56)sc4c3s2)c2nonc2c1	BrC1=CC=C(Br)C2=NON=C12	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	AB	['AB', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1', 'BrC1=CC=C(Br)C2=NON=C12']	16	50				-5.3310423754426175	-2.5249519804783715	2.0572633481862423	1.1408835184844182
16_50_0011	-5.2764	-3.8762	2.146	10.5774	c1cc(-c2ccc(-c3cc4sc5cc(-c6cc7sc8cc(-c9ccc(-c%10ccc(-c%11cc%12sc%13cc(-c%14cc%15sc%16ccsc%16c%15s%14)sc%13c%12s%11)c%11nonc%10%11)c%10nonc9%10)sc8c7s6)sc5c4s3)c3nonc23)c2nonc2c1	BrC1=CC=C(Br)C2=NON=C12	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	AABB	['AABB', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1', 'BrC1=CC=C(Br)C2=NON=C12']	16	50				-5.2858315295673854	-2.5250378708901744	2.078696429876691	1.0956776565413562
40_50_01	-5.19	-3.7023	2.356	7.007999999999999	c1cc(-c2cc3sc4cc(-c5ccc(-c6cc7sc8cc(-c9ccc(-c%10cc%11sc%12cc(-c%13ccc(-c%14cc%15sc%16ccsc%16c%15s%14)c%14nccnc%13%14)sc%12c%11s%10)c%10nccnc9%10)sc8c7s6)c6nccnc56)sc4c3s2)c2nccnc2c1	BrC1=C2N=CC=NC2=C(Br)C=C1	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	AB	['AB', 'BrC1=C2N=CC=NC2=C(Br)C=C1', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1']	40	50				-5.2070771528814985	-2.3756744447649742	2.1941053312867997	1.016931961543765
11_31_00001111	-4.8849	-3.3353	2.2640000000000002	3.3613	c1ccc2c(-c3cccc4c(-c5cccc6c(-c7cccc8c(-c9sc(-c%10sc(-c%11sc(-c%12scc%13ccccc%12%13)c%12ccccc%11%12)c%11ccccc%10%11)c%10ccccc9%10)cncc78)cncc56)cncc34)cncc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=CN=CC2=C(Br)C=CC=C12	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=CC2=C(Br)C=CC=C12']	11	31				-4.928975760209456	-2.06045663344842	2.1435452411452283	0.7388612260835181
11_22_00001111	-4.8180000000000005	-3.6010000000000004	2.344	4.3499	c1cnc2ncc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9sc(-c%10sc(-c%11sc(-c%12scc%13ccccc%12%13)c%12ccccc%11%12)c%11ccccc%10%11)c%10ccccc9%10)cnc8n7)cnc6n5)cnc4n3)cc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=CN=C2N=C(Br)C=CC2=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=C2N=C(Br)C=CC2=C1']	11	22				-4.867995808817259	-2.288667457608661	2.187510536920508	0.6778879969708014
7_10_00001111	-5.3914	-4.4864	0.105	0.0001	c1nnc(-c2nnc(-c3nnc(-c4nnc(-c5cc6sc(-c7cc8sc(-c9cc%10sc(-c%11cc%12sccc%12s%11)cc%10s9)cc8s7)cc6s5)nn4)nn3)nn2)nn1	BrC1=NN=C(Br)N=N1	BrC1=CC2=C(S1)C=C(Br)S2	AAAABBBB	['AAAABBBB', 'BrC1=CC2=C(S1)C=C(Br)S2', 'BrC1=NN=C(Br)N=N1']	8	10	1.302706675961491	-5.5829095157591535	-3.2452635537356915	-5.3906550633506845	-3.0491411637113215	0.957031821409873	1.2004896348367609
11_10_00001111	-4.5738	-3.4641	2.193	7.4145	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6cc7sc(-c8cc9sc(-c%10cc%11sc(-c%12cc%13sccc%13s%12)cc%11s%10)cc9s8)cc7s6)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=CC2=C(S1)C=C(Br)S2	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(S1)C=C(Br)S2']	11	10				-4.645405313600895	-2.1710834838505244	2.104526041144668	0.4553220395817738
16_10_01	-5.4177	-3.8906	2.156	7.1195	c1cc(-c2cc3sc(-c4ccc(-c5cc6sc(-c7ccc(-c8cc9sc(-c%10ccc(-c%11cc%12sccc%12s%11)c%11nonc%10%11)cc9s8)c8nonc78)cc6s5)c5nonc45)cc3s2)c2nonc2c1	BrC1=CC=C(Br)C2=NON=C12	BrC1=CC2=C(S1)C=C(Br)S2	AB	['AB', 'BrC1=CC2=C(S1)C=C(Br)S2', 'BrC1=CC=C(Br)C2=NON=C12']	16	10				-5.414627749772432	-2.537406090189789	2.084192091848601	1.2244596785686683
7_59_00001111	-5.6370000000000005	-4.6262	1.7690000000000001	0.0091	c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13nnc(-c%14nnc(-c%15nnc(-c%16nncnn%16)nn%15)nn%14)nn%13)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1	BrC1=NN=C(Br)N=N1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12', 'BrC1=NN=C(Br)N=N1']	8	59				-5.6145216711522385	-3.169215959411741	1.8715099735356864	1.4243315641354723
11_45_01	-5.3159	-3.6882	2.365	4.5721	c1ccc2c(-c3cnc(-c4sc(-c5cnc(-c6sc(-c7cnc(-c8sc(-c9cncc%10cccnc9%10)c9ccccc89)c8cccnc78)c7ccccc67)c6cccnc56)c5ccccc45)c4cccnc34)scc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=C2N=CC=CC2=C(Br)N=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=C2N=CC=CC2=C(Br)N=C1']	11	45				-5.321836134649477	-2.3635638967007684	2.1990514270615185	1.1316782925645616
11_45_00001111	-4.8843	-3.6172	2.295	4.0476	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6cnc(-c7cnc(-c8cnc(-c9cncc%10cccnc9%10)c9cccnc89)c8cccnc78)c7cccnc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=C2N=CC=CC2=C(Br)N=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=C2N=CC=CC2=C(Br)N=C1']	11	45				-4.928428854815804	-2.3025817043207266	2.160581793258149	0.7383143809793686
11_45_0011	-5.1374	-3.6964	2.301	4.5788	c1ccc2c(-c3sc(-c4cnc(-c5cnc(-c6sc(-c7sc(-c8cnc(-c9cncc%10cccnc9%10)c9cccnc89)c8ccccc78)c7ccccc67)c6cccnc56)c5cccnc45)c4ccccc34)scc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=C2N=CC=CC2=C(Br)N=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=C2N=CC=CC2=C(Br)N=C1']	11	45				-5.159131780038006	-2.370606910468604	2.1638791904412957	0.9689918740799535
7_48_0011	-4.8036	-3.8684	0.539	0.0002	c1nnc(-c2nnc(-c3cc4[nH]c5cc(-c6cc7[nH]c8cc(-c9nnc(-c%10nnc(-c%11cc%12[nH]c%13cc(-c%14cc%15[nH]c%16cc[nH]c%16c%15[nH]%14)[nH]c%13c%12[nH]%11)nn%10)nn9)[nH]c8c7[nH]6)[nH]c5c4[nH]3)nn2)nn1	BrC1=NN=C(Br)N=N1	BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1	AABB	['AABB', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1', 'BrC1=NN=C(Br)N=N1']	8	48	1.358273938492273	-4.63484520455054	-2.247654109201663	-4.8548700793696105	-2.5183384187695497	1.195543550990764	0.6647637144712022
7_48_01	-5.1852	-3.8018	1.6980000000000002	0.006	c1nnc(-c2cc3[nH]c4cc(-c5nnc(-c6cc7[nH]c8cc(-c9nnc(-c%10cc%11[nH]c%12cc(-c%13nnc(-c%14cc%15[nH]c%16cc[nH]c%16c%15[nH]%14)nn%13)[nH]c%12c%11[nH]%10)nn9)[nH]c8c7[nH]6)nn5)[nH]c4c3[nH]2)nn1	BrC1=NN=C(Br)N=N1	BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1	AB	['AB', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1', 'BrC1=NN=C(Br)N=N1']	8	48				-5.202701909732282	-2.461135404508835	1.832490773535126	1.0125572007105648
11_48_00001111	-4.0708	-3.0877	2.215	4.9756	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6cc7[nH]c8cc(-c9cc%10[nH]c%11cc(-c%12cc%13[nH]c%14cc(-c%15cc%16[nH]c%17cc[nH]c%17c%16[nH]%15)[nH]c%14c%13[nH]%12)[nH]c%11c%10[nH]9)[nH]c8c7[nH]6)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']	11	48				-4.186916291922636	-1.8477919738245	2.1166164974828696	-0.003116439397260251
16_48_01	-4.6487	-3.3888	2.002	5.1994	c1cc(-c2cc3[nH]c4cc(-c5ccc(-c6cc7[nH]c8cc(-c9ccc(-c%10cc%11[nH]c%12cc(-c%13ccc(-c%14cc%15[nH]c%16cc[nH]c%16c%15[nH]%14)c%14nonc%13%14)[nH]c%12c%11[nH]%10)c%10nonc9%10)[nH]c8c7[nH]6)c6nonc56)[nH]c4c3[nH]2)c2nonc2c1	BrC1=CC=C(Br)C2=NON=C12	BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1	AB	['AB', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1', 'BrC1=CC=C(Br)C2=NON=C12']	16	48				-4.713677336908452	-2.1064080037629584	1.999558897481188	0.5235865367498242
40_48_01	-4.5549	-3.1917	2.301	4.6602	c1cc(-c2cc3[nH]c4cc(-c5ccc(-c6cc7[nH]c8cc(-c9ccc(-c%10cc%11[nH]c%12cc(-c%13ccc(-c%14cc%15[nH]c%16cc[nH]c%16c%15[nH]%14)c%14nccnc%13%14)[nH]c%12c%11[nH]%10)c%10nccnc9%10)[nH]c8c7[nH]6)c6nccnc56)[nH]c4c3[nH]2)c2nccnc2c1	BrC1=C2N=CC=NC2=C(Br)C=C1	BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1	AB	['AB', 'BrC1=C2N=CC=NC2=C(Br)C=C1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']	40	48				-4.628177793700856	-1.9371180020994907	2.1638791904412957	0.43809641880105016
18_11_00001111	-4.8336	-3.274	2.285	3.702	c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9sc(-c%10sc(-c%11sc(-c%12scc%13ccccc%12%13)c%12ccccc%11%12)c%11ccccc%10%11)c%10ccccc9%10)ccc8c7)ccc6c5)ccc4c3)ccc2c1	BrC1=CC2=CC=C(Br)C=C2C=C1	BrC1=C2C=CC=CC2=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']	18	11				-4.88221534905221	-2.0078058110132573	2.1550861312862395	0.6921059696786982
7_11_00001111	-5.2869	-4.3493	0.929	0.0039	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6nnc(-c7nnc(-c8nnc(-c9nncnn9)nn8)nn7)nn6)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=NN=C(Br)N=N1	BrC1=C2C=CC=CC2=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NN=C(Br)N=N1']	8	11	1.36649418264009	-5.4279742929228	-3.161965689707152	-5.2954023739562945	-2.9313854091295792	1.409874367895252	1.1052474458639792
46_11_00001111	-5.0233	-3.6835	2.336	3.004	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6nccc7c(-c8nccc9c(-c%10nccc%11c(-c%12nccc%13cnccc%12%13)nccc%10%11)nccc89)nccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=NC=CC2=C(Br)N=CC=C12	BrC1=C2C=CC=CC2=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NC=CC2=C(Br)N=CC=C12']	46	11				-5.055128604345184	-2.359527047346033	2.18311400734298	0.8650001634407727
43_11_01	-5.2975	-3.7558	2.271	5.0283	c1ccc2c(-c3ncc(-c4sc(-c5ncc(-c6sc(-c7ncc(-c8sc(-c9nccc%10cccnc9%10)c9ccccc89)c8cccnc78)c7ccccc67)c6cccnc56)c5ccccc45)c4cccnc34)scc2c1	BrC1=C2C=CC=NC2=C(Br)N=C1	BrC1=C2C=CC=CC2=C(Br)S1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=C2C=CC=NC2=C(Br)N=C1']	43	11				-5.305064369244149	-2.4216258150795116	2.1473922045255653	1.1149083760372969
48_11_0011	-4.0578	-2.8575	2.219	6.155	c1ccc2c(-c3sc(-c4cc5[nH]c6cc(-c7cc8[nH]c9cc(-c%10sc(-c%11sc(-c%12cc%13[nH]c%14cc(-c%15cc%16[nH]c%17cc[nH]c%17c%16[nH]%15)[nH]c%14c%13[nH]%12)c%12ccccc%11%12)c%11ccccc%10%11)[nH]c9c8[nH]7)[nH]c6c5[nH]4)c4ccccc34)scc2c1	BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1	BrC1=C2C=CC=CC2=C(Br)S1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']	48	11				-4.175066675060176	-1.6500722458542807	2.1188147622716333	-0.014964749987176007
48_11_01	-4.0713	-2.7043	2.234	5.9757	c1ccc2c(-c3cc4[nH]c5cc(-c6sc(-c7cc8[nH]c9cc(-c%10sc(-c%11cc%12[nH]c%13cc(-c%14sc(-c%15cc%16[nH]c%17cc[nH]c%17c%16[nH]%15)c%15ccccc%14%15)[nH]c%13c%12[nH]%11)c%11ccccc%10%11)[nH]c9c8[nH]7)c7ccccc67)[nH]c5c4[nH]3)scc2c1	BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1	BrC1=C2C=CC=CC2=C(Br)S1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']	48	11				-4.1873720464173445	-1.5184881349722752	2.1270582552294983	-0.002660735143803883
47_11_0011	-5.3153	-3.7259	2.356	4.3473	c1ccc2c(-c3nnc(-c4sc(-c5sc(-c6nnc(-c7nnc(-c8sc(-c9scc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)nncc2c1	BrC1=C2C=CC=CC2=C(Br)N=N1	BrC1=C2C=CC=CC2=C(Br)S1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)N=N1', 'BrC1=C2C=CC=CC2=C(Br)S1']	47	11				-5.321289229255823	-2.3959445819504532	2.1941053312867997	1.1311314474604104
47_11_00001111	-4.9512	-3.7121	2.221	4.523	c1ccc2c(-c3nnc(-c4nnc(-c5nnc(-c6sc(-c7sc(-c8sc(-c9scc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)nncc2c1	BrC1=C2C=CC=CC2=C(Br)N=N1	BrC1=C2C=CC=CC2=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)N=N1', 'BrC1=C2C=CC=CC2=C(Br)S1']	47	11				-4.989408806208002	-2.3840917051216555	2.1199138946660154	0.7992876100920874
27_11_00001111	-4.8182	-3.361	2.28	3.4682	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6cccc7c(-c8cccc9c(-c%10cccc%11c(-c%12cccc%13cccnc%12%13)ccnc%10%11)ccnc89)ccnc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=CC=NC2=C(Br)C=CC=C12	BrC1=C2C=CC=CC2=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)C=CC=C12']	27	11				-4.868178110615141	-2.0825304692817594	2.1523383003002845	0.6780702786721824
12_11_00001111	-4.6632	-3.2449	2.244	3.8745	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10[nH]ccc9%10)c9[nH]ccc89)c8[nH]ccc78)c7[nH]ccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=CC=C(Br)C2=C1NC=C2	BrC1=C2C=CC=CC2=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=C1NC=C2']	12	11				-4.726894217255042	-1.9828117011786208	2.1325539172014087	0.5368019601001146
32_11_0011	-5.3455	-3.6637	2.359	3.7181	c1ccc2c(-c3sc(-c4nccc5c(-c6nccc7c(-c8sc(-c9sc(-c%10nccc%11c(-c%12nccc%13ccncc%12%13)cncc%10%11)c%10ccccc9%10)c9ccccc89)cncc67)cncc45)c4ccccc34)scc2c1	BrC1=CN=CC2=C(Br)N=CC=C12	BrC1=C2C=CC=CC2=C(Br)S1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=CC2=C(Br)N=CC=C12']	32	11				-5.348816800736309	-2.342520745809064	2.1957540298783726	1.1586559843692923
9_11_00001111	-4.6603	-3.4915	2.181	7.7006	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6cc7oc(-c8cc9oc(-c%10cc%11oc(-c%12cc%13occc%13o%12)cc%11o%10)cc9o8)cc7o6)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=CC2=C(O1)C=C(Br)O2	BrC1=C2C=CC=CC2=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(O1)C=C(Br)O2']	9	11				-4.724250841185723	-2.194617456684512	2.0979312467783755	0.5341588754300561
30_11_00001111	-4.9264	-3.7295	2.228	4.518	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6ccnc7c(-c8ccnc9c(-c%10ccnc%11c(-c%12ccnc%13cccnc%12%13)ccnc%10%11)ccnc89)ccnc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=CC=NC2=C(Br)C=CN=C12	BrC1=C2C=CC=CC2=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)C=CN=C12']	30	11				-4.966803383270387	-2.399036636775356	2.1237608580463525	0.776684679120557
50_11_01	-4.6806	-3.477	2.186	8.1317	c1ccc2c(-c3cc4sc5cc(-c6sc(-c7cc8sc9cc(-c%10sc(-c%11cc%12sc%13cc(-c%14sc(-c%15cc%16sc%17ccsc%17c%16s%15)c%15ccccc%14%15)sc%13c%12s%11)c%11ccccc%10%11)sc9c8s7)c7ccccc67)sc5c4s3)scc2c1	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)S1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1']	50	11				-4.74275447367095	-2.1821633469730948	2.1006790777643305	0.5526604681204632
17_11_00001111	-4.9715	-4.0583	2.171	7.1102	c1ccc2c(-c3sc(-c4sc(-c5sc(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10nsnc9%10)c9nsnc89)c8nsnc78)c7nsnc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=CC=C(Br)C2=NSN=C12	BrC1=C2C=CC=CC2=C(Br)S1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=NSN=C12']	17	11				-5.0079124386932286	-2.681444310783211	2.092435584806465	0.8177892027824945
17_11_0011	-5.0898	-4.0744	2.161	4.5666	c1ccc2c(-c3sc(-c4ccc(-c5ccc(-c6sc(-c7sc(-c8ccc(-c9cccc%10nsnc9%10)c9nsnc89)c8ccccc78)c7ccccc67)c6nsnc56)c5nsnc45)c4ccccc34)scc2c1	BrC1=CC=C(Br)C2=NSN=C12	BrC1=C2C=CC=CC2=C(Br)S1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=NSN=C12']	17	11				-5.115743952141614	-2.6952726670834743	2.086939922834556	0.9256088291507236
